Year_Month,Card_type,Line,Trip
Dec-22,Senior/Pensioner,Newcastle Light Rail,537
Dec-22,School Student,Newcastle Light Rail,3
Dec-22,Senior/Pensioner,Newcastle Light Rail,528
Dec-22,School Student,Newcastle Light Rail,28
Dec-22,Sgl Trip LR Child/Youth,Newcastle Light Rail,5
Dec-22,Adult,Newcastle Light Rail,607
Dec-22,Adult,Newcastle Light Rail,838
Dec-22,CTP,Newcastle Light Rail,789
Dec-22,Child/Youth,Newcastle Light Rail,133
Dec-22,CTP,Newcastle Light Rail,1340
Dec-22,Child/Youth,Newcastle Light Rail,88
Dec-22,Concession,Newcastle Light Rail,53
Dec-22,Concession,Newcastle Light Rail,53
Dec-22,Employee,Newcastle Light Rail,12
Dec-22,Free Travel,Newcastle Light Rail,7
Dec-22,Sgl Trip LR Adult,Newcastle Light Rail,7
Dec-22,Employee,Newcastle Light Rail,14
Dec-22,Senior/Pensioner,Newcastle Light Rail,483
Dec-22,Free Travel,Newcastle Light Rail,17
Dec-22,Sgl Trip LR Adult,Newcastle Light Rail,8
Dec-22,Adult,Newcastle Light Rail,713
Dec-22,Sgl Trip LR Child/Youth,Newcastle Light Rail,9
Dec-22,CTP,Newcastle Light Rail,843
Dec-22,Adult,Newcastle Light Rail,662
Dec-22,Child/Youth,Newcastle Light Rail,143
Dec-22,CTP,Newcastle Light Rail,1079
Dec-22,Concession,Newcastle Light Rail,67
Dec-22,Child/Youth,Newcastle Light Rail,78
Dec-22,Senior/Pensioner,Newcastle Light Rail,455
Dec-22,Sgl Trip LR Child/Youth,Newcastle Light Rail,4
Dec-22,Concession,Newcastle Light Rail,57
Dec-22,Employee,Newcastle Light Rail,6
Dec-22,Free Travel,Newcastle Light Rail,5
Dec-22,Sgl Trip LR Adult,Newcastle Light Rail,8
Dec-22,Adult,Newcastle Light Rail,768
Dec-22,CTP,Newcastle Light Rail,922
Dec-22,Child/Youth,Newcastle Light Rail,165
Dec-22,Concession,Newcastle Light Rail,50
Dec-22,Senior/Pensioner,Newcastle Light Rail,582
Dec-22,Sgl Trip LR Child/Youth,Newcastle Light Rail,5
Dec-22,Employee,Newcastle Light Rail,43
Dec-22,Free Travel,Newcastle Light Rail,7
Dec-22,Sgl Trip LR Adult,Newcastle Light Rail,5
Dec-22,Senior/Pensioner,Newcastle Light Rail,600
Dec-22,School Student,Newcastle Light Rail,22
Dec-22,Adult,Newcastle Light Rail,822
Dec-22,CTP,Newcastle Light Rail,1157
Dec-22,Child/Youth,Newcastle Light Rail,75
Dec-22,Concession,Newcastle Light Rail,75
Dec-22,Employee,Newcastle Light Rail,18
Dec-22,Day Pass without SAF,Newcastle Light Rail,1
Dec-22,Free Travel,Newcastle Light Rail,15
Dec-22,Sgl Trip LR Adult,Newcastle Light Rail,1
Dec-22,Senior/Pensioner,Newcastle Light Rail,659
Dec-22,School Student,Newcastle Light Rail,21
Dec-22,Sgl Trip LR Child/Youth,Newcastle Light Rail,6
Dec-22,Adult,Newcastle Light Rail,770
Dec-22,CTP,Newcastle Light Rail,998
Dec-22,Child/Youth,Newcastle Light Rail,89
Dec-22,Concession,Newcastle Light Rail,82
Dec-22,Employee,Newcastle Light Rail,7
Dec-22,Free Travel,Newcastle Light Rail,3
Dec-22,Sgl Trip LR Adult,Newcastle Light Rail,2
Dec-22,Adult,Newcastle Light Rail,285
Dec-22,CTP,Newcastle Light Rail,409
Dec-22,Child/Youth,Newcastle Light Rail,31
Dec-22,Concession,Newcastle Light Rail,20
Dec-22,Senior/Pensioner,Newcastle Light Rail,228
Dec-22,Employee,Newcastle Light Rail,16
Dec-22,Free Travel,Newcastle Light Rail,2
Dec-22,Sgl Trip LR Adult,Newcastle Light Rail,3
Dec-22,Senior/Pensioner,Newcastle Light Rail,299
Dec-22,Sgl Trip LR Child/Youth,Newcastle Light Rail,5
Dec-22,Adult,Newcastle Light Rail,409
Dec-22,CTP,Newcastle Light Rail,603
Dec-22,Child/Youth,Newcastle Light Rail,96
Dec-22,Concession,Newcastle Light Rail,39
Dec-22,Employee,Newcastle Light Rail,21
Dec-22,Free Travel,Newcastle Light Rail,1
Dec-22,Sgl Trip LR Adult,Newcastle Light Rail,8
Dec-22,Senior/Pensioner,Newcastle Light Rail,446
Dec-22,Sgl Trip LR Child/Youth,Newcastle Light Rail,9
Dec-22,Adult,Newcastle Light Rail,646
Dec-22,CTP,Newcastle Light Rail,1095
Dec-22,Child/Youth,Newcastle Light Rail,127
Dec-22,Concession,Newcastle Light Rail,54
Dec-22,Sgl Trip LR Adult,Newcastle Light Rail,4
Dec-22,Free Travel,Newcastle Light Rail,1
Dec-22,Employee,Newcastle Light Rail,10
Dec-22,Sgl Trip LR Child/Youth,Newcastle Light Rail,1
Dec-22,Senior/Pensioner,Newcastle Light Rail,321
Dec-22,Concession,Newcastle Light Rail,16
Dec-22,Child/Youth,Newcastle Light Rail,61
Dec-22,CTP,Newcastle Light Rail,513
Dec-22,Adult,Newcastle Light Rail,399
Dec-22,Employee,Newcastle Light Rail,11
Dec-22,Free Travel,Newcastle Light Rail,4
Dec-22,Sgl Trip LR Adult,Newcastle Light Rail,6
Dec-22,Senior/Pensioner,Newcastle Light Rail,397
Dec-22,Sgl Trip LR Child/Youth,Newcastle Light Rail,2
Dec-22,Adult,Newcastle Light Rail,504
Dec-22,CTP,Newcastle Light Rail,747
Dec-22,Child/Youth,Newcastle Light Rail,105
Dec-22,Concession,Newcastle Light Rail,61
Dec-22,Employee,Newcastle Light Rail,14
Dec-22,Free Travel,Newcastle Light Rail,8
Dec-22,Sgl Trip LR Adult,Newcastle Light Rail,9
Dec-22,Senior/Pensioner,Newcastle Light Rail,620
Dec-22,School Student,Newcastle Light Rail,35
Dec-22,Sgl Trip LR Child/Youth,Newcastle Light Rail,4
Dec-22,Adult,Newcastle Light Rail,669
Dec-22,CTP,Newcastle Light Rail,802
Dec-22,Child/Youth,Newcastle Light Rail,38
Dec-22,Concession,Newcastle Light Rail,68
Dec-22,Employee,Newcastle Light Rail,3
Dec-22,Free Travel,Newcastle Light Rail,3
Dec-22,Sgl Trip LR Adult,Newcastle Light Rail,4
Dec-22,Adult,Newcastle Light Rail,382
Dec-22,CTP,Newcastle Light Rail,502
Dec-22,Child/Youth,Newcastle Light Rail,72
Dec-22,Concession,Newcastle Light Rail,29
Dec-22,Senior/Pensioner,Newcastle Light Rail,303
Dec-22,Sgl Trip LR Child/Youth,Newcastle Light Rail,4
Dec-22,Employee,Newcastle Light Rail,17
Dec-22,Free Travel,Newcastle Light Rail,7
Dec-22,Sgl Trip LR Adult,Newcastle Light Rail,5
Dec-22,Senior/Pensioner,Newcastle Light Rail,460
Dec-22,School Student,Newcastle Light Rail,20
Dec-22,Sgl Trip LR Child/Youth,Newcastle Light Rail,5
Dec-22,Adult,Newcastle Light Rail,590
Dec-22,CTP,Newcastle Light Rail,620
Dec-22,Child/Youth,Newcastle Light Rail,56
Dec-22,Concession,Newcastle Light Rail,45
Dec-22,Employee,Newcastle Light Rail,21
Dec-22,Free Travel,Newcastle Light Rail,5
Dec-22,Sgl Trip LR Adult,Newcastle Light Rail,35
Dec-22,Adult,Newcastle Light Rail,721
Dec-22,CTP,Newcastle Light Rail,923
Dec-22,Child/Youth,Newcastle Light Rail,181
Dec-22,Concession,Newcastle Light Rail,27
Dec-22,Senior/Pensioner,Newcastle Light Rail,622
Dec-22,Sgl Trip LR Child/Youth,Newcastle Light Rail,20
Dec-22,Employee,Newcastle Light Rail,18
Dec-22,Free Travel,Newcastle Light Rail,8
Dec-22,Sgl Trip LR Adult,Newcastle Light Rail,3
Dec-22,Senior/Pensioner,Newcastle Light Rail,638
Dec-22,School Student,Newcastle Light Rail,40
Dec-22,Adult,Newcastle Light Rail,761
Dec-22,CTP,Newcastle Light Rail,885
Dec-22,Child/Youth,Newcastle Light Rail,105
Dec-22,Concession,Newcastle Light Rail,66
Dec-22,Employee,Newcastle Light Rail,9
Dec-22,Free Travel,Newcastle Light Rail,10
Dec-22,Sgl Trip LR Adult,Newcastle Light Rail,4
Dec-22,Day Pass without SAF,Newcastle Light Rail,1
Dec-22,Senior/Pensioner,Newcastle Light Rail,464
Dec-22,School Student,Newcastle Light Rail,2
Dec-22,Sgl Trip LR Child/Youth,Newcastle Light Rail,3
Dec-22,Adult,Newcastle Light Rail,628
Dec-22,CTP,Newcastle Light Rail,655
Dec-22,Child/Youth,Newcastle Light Rail,116
Dec-22,Concession,Newcastle Light Rail,40
Dec-22,Employee,Newcastle Light Rail,3
Dec-22,Day Pass without SAF,Newcastle Light Rail,1
Dec-22,Free Travel,Newcastle Light Rail,10
Dec-22,Sgl Trip LR Adult,Newcastle Light Rail,8
Dec-22,Senior/Pensioner,Newcastle Light Rail,249
Dec-22,Sgl Trip LR Child/Youth,Newcastle Light Rail,2
Dec-22,Adult,Newcastle Light Rail,265
Dec-22,CTP,Newcastle Light Rail,449
Dec-22,Child/Youth,Newcastle Light Rail,58
Dec-22,Concession,Newcastle Light Rail,29
Dec-22,Day Pass without SAF,Newcastle Light Rail,1
Dec-22,Employee,Newcastle Light Rail,25
Dec-22,Free Travel,Newcastle Light Rail,8
Dec-22,Sgl Trip LR Adult,Newcastle Light Rail,3
Dec-22,Adult,Newcastle Light Rail,636
Dec-22,CTP,Newcastle Light Rail,1012
Dec-22,Child/Youth,Newcastle Light Rail,133
Dec-22,Concession,Newcastle Light Rail,43
Dec-22,Senior/Pensioner,Newcastle Light Rail,605
Dec-22,Sgl Trip LR Child/Youth,Newcastle Light Rail,11
Jan-23,Employee,Newcastle Light Rail,20
Jan-23,Free Travel,Newcastle Light Rail,10
Jan-23,Sgl Trip LR Adult,Newcastle Light Rail,9
Jan-23,Adult,Newcastle Light Rail,727
Jan-23,CTP,Newcastle Light Rail,874
Jan-23,Child/Youth,Newcastle Light Rail,207
Jan-23,Concession,Newcastle Light Rail,55
Jan-23,Senior/Pensioner,Newcastle Light Rail,584
Jan-23,Sgl Trip LR Child/Youth,Newcastle Light Rail,12
Jan-23,Day Pass without SAF,Newcastle Light Rail,1
Jan-23,Employee,Newcastle Light Rail,21
Jan-23,Free Travel,Newcastle Light Rail,6
Jan-23,Sgl Trip LR Adult,Newcastle Light Rail,7
Jan-23,Adult,Newcastle Light Rail,715
Jan-23,CTP,Newcastle Light Rail,875
Jan-23,Child/Youth,Newcastle Light Rail,127
Jan-23,Concession,Newcastle Light Rail,65
Jan-23,Senior/Pensioner,Newcastle Light Rail,593
Jan-23,Sgl Trip LR Child/Youth,Newcastle Light Rail,1
Jan-23,Employee,Newcastle Light Rail,11
Jan-23,Free Travel,Newcastle Light Rail,6
Jan-23,Sgl Trip LR Adult,Newcastle Light Rail,9
Jan-23,Adult,Newcastle Light Rail,544
Jan-23,CTP,Newcastle Light Rail,1154
Jan-23,Child/Youth,Newcastle Light Rail,149
Jan-23,Concession,Newcastle Light Rail,36
Jan-23,Senior/Pensioner,Newcastle Light Rail,393
Jan-23,Sgl Trip LR Child/Youth,Newcastle Light Rail,10
Jan-23,Employee,Newcastle Light Rail,15
Jan-23,Free Travel,Newcastle Light Rail,4
Jan-23,Sgl Trip LR Adult,Newcastle Light Rail,10
Jan-23,Adult,Newcastle Light Rail,662
Jan-23,CTP,Newcastle Light Rail,862
Jan-23,Child/Youth,Newcastle Light Rail,256
Jan-23,Concession,Newcastle Light Rail,45
Jan-23,Senior/Pensioner,Newcastle Light Rail,586
Jan-23,Sgl Trip LR Child/Youth,Newcastle Light Rail,1
Jan-23,Employee,Newcastle Light Rail,17
Jan-23,Free Travel,Newcastle Light Rail,13
Jan-23,Sgl Trip LR Adult,Newcastle Light Rail,8
Jan-23,Adult,Newcastle Light Rail,670
Jan-23,CTP,Newcastle Light Rail,721
Jan-23,Child/Youth,Newcastle Light Rail,203
Jan-23,Concession,Newcastle Light Rail,72
Jan-23,Senior/Pensioner,Newcastle Light Rail,638
Jan-23,Sgl Trip LR Child/Youth,Newcastle Light Rail,8
Jan-23,Sgl Trip LR Adult,Newcastle Light Rail,7
Jan-23,Free Travel,Newcastle Light Rail,3
Jan-23,Employee,Newcastle Light Rail,15
Jan-23,Sgl Trip LR Child/Youth,Newcastle Light Rail,9
Jan-23,Senior/Pensioner,Newcastle Light Rail,412
Jan-23,School Student,Newcastle Light Rail,5
Jan-23,Concession,Newcastle Light Rail,43
Jan-23,Child/Youth,Newcastle Light Rail,103
Jan-23,CTP,Newcastle Light Rail,582
Jan-23,Adult,Newcastle Light Rail,580
Jan-23,Employee,Newcastle Light Rail,16
Jan-23,Free Travel,Newcastle Light Rail,1
Jan-23,Sgl Trip LR Adult,Newcastle Light Rail,4
Jan-23,Adult,Newcastle Light Rail,327
Jan-23,CTP,Newcastle Light Rail,497
Jan-23,Child/Youth,Newcastle Light Rail,142
Jan-23,Concession,Newcastle Light Rail,6
Jan-23,Senior/Pensioner,Newcastle Light Rail,299
Jan-23,Sgl Trip LR Child/Youth,Newcastle Light Rail,2
Jan-23,Employee,Newcastle Light Rail,14
Jan-23,Free Travel,Newcastle Light Rail,7
Jan-23,Sgl Trip LR Adult,Newcastle Light Rail,9
Jan-23,Adult,Newcastle Light Rail,603
Jan-23,CTP,Newcastle Light Rail,668
Jan-23,Child/Youth,Newcastle Light Rail,132
Jan-23,Concession,Newcastle Light Rail,56
Jan-23,Senior/Pensioner,Newcastle Light Rail,446
Jan-23,Sgl Trip LR Child/Youth,Newcastle Light Rail,3
Jan-23,Sgl Trip LR Adult,Newcastle Light Rail,12
Jan-23,Free Travel,Newcastle Light Rail,6
Jan-23,Employee,Newcastle Light Rail,15
Jan-23,Sgl Trip LR Child/Youth,Newcastle Light Rail,11
Jan-23,Senior/Pensioner,Newcastle Light Rail,659
Jan-23,School Student,Newcastle Light Rail,2
Jan-23,Concession,Newcastle Light Rail,88
Jan-23,Child/Youth,Newcastle Light Rail,270
Jan-23,CTP,Newcastle Light Rail,1106
Jan-23,Adult,Newcastle Light Rail,745
Jan-23,Employee,Newcastle Light Rail,12
Jan-23,Free Travel,Newcastle Light Rail,8
Jan-23,Sgl Trip LR Adult,Newcastle Light Rail,2
Jan-23,Adult,Newcastle Light Rail,726
Jan-23,CTP,Newcastle Light Rail,796
Jan-23,Child/Youth,Newcastle Light Rail,123
Jan-23,Concession,Newcastle Light Rail,69
Jan-23,Senior/Pensioner,Newcastle Light Rail,500
Jan-23,Sgl Trip LR Child/Youth,Newcastle Light Rail,4
Jan-23,Employee,Newcastle Light Rail,10
Jan-23,Free Travel,Newcastle Light Rail,8
Jan-23,Sgl Trip LR Adult,Newcastle Light Rail,10
Jan-23,Adult,Newcastle Light Rail,731
Jan-23,CTP,Newcastle Light Rail,823
Jan-23,Employee,Newcastle Light Rail,15
Jan-23,Free Travel,Newcastle Light Rail,4
Jan-23,Sgl Trip LR Adult,Newcastle Light Rail,10
Jan-23,Adult,Newcastle Light Rail,610
Jan-23,Child/Youth,Newcastle Light Rail,253
Jan-23,Concession,Newcastle Light Rail,42
Jan-23,CTP,Newcastle Light Rail,845
Jan-23,Senior/Pensioner,Newcastle Light Rail,603
Jan-23,Child/Youth,Newcastle Light Rail,208
Jan-23,Sgl Trip LR Child/Youth,Newcastle Light Rail,3
Jan-23,Concession,Newcastle Light Rail,44
Jan-23,Senior/Pensioner,Newcastle Light Rail,601
Jan-23,Sgl Trip LR Child/Youth,Newcastle Light Rail,9
Jan-23,Employee,Newcastle Light Rail,12
Jan-23,Free Travel,Newcastle Light Rail,8
Jan-23,Sgl Trip LR Adult,Newcastle Light Rail,13
Jan-23,Adult,Newcastle Light Rail,909
Jan-23,CTP,Newcastle Light Rail,908
Jan-23,Child/Youth,Newcastle Light Rail,275
Jan-23,Concession,Newcastle Light Rail,98
Jan-23,Senior/Pensioner,Newcastle Light Rail,718
Jan-23,Sgl Trip LR Child/Youth,Newcastle Light Rail,16
Jan-23,Employee,Newcastle Light Rail,9
Jan-23,Free Travel,Newcastle Light Rail,6
Jan-23,Sgl Trip LR Adult,Newcastle Light Rail,3
Jan-23,Adult,Newcastle Light Rail,494
Jan-23,CTP,Newcastle Light Rail,599
Jan-23,Child/Youth,Newcastle Light Rail,156
Jan-23,Concession,Newcastle Light Rail,35
Jan-23,Senior/Pensioner,Newcastle Light Rail,453
Jan-23,Sgl Trip LR Child/Youth,Newcastle Light Rail,8
Jan-23,Employee,Newcastle Light Rail,23
Jan-23,Free Travel,Newcastle Light Rail,12
Jan-23,Sgl Trip LR Adult,Newcastle Light Rail,9
Jan-23,Adult,Newcastle Light Rail,844
Jan-23,CTP,Newcastle Light Rail,933
Jan-23,Child/Youth,Newcastle Light Rail,304
Jan-23,Concession,Newcastle Light Rail,96
Jan-23,Senior/Pensioner,Newcastle Light Rail,823
Jan-23,Sgl Trip LR Child/Youth,Newcastle Light Rail,12
Jan-23,Sgl Trip LR Adult,Newcastle Light Rail,16
Jan-23,Free Travel,Newcastle Light Rail,14
Jan-23,Employee,Newcastle Light Rail,21
Jan-23,Sgl Trip LR Child/Youth,Newcastle Light Rail,13
Jan-23,Employee,Newcastle Light Rail,2
Jan-23,Senior/Pensioner,Newcastle Light Rail,578
Jan-23,Free Travel,Newcastle Light Rail,6
Jan-23,Sgl Trip LR Adult,Newcastle Light Rail,4
Jan-23,Adult,Newcastle Light Rail,526
Jan-23,Concession,Newcastle Light Rail,50
Jan-23,CTP,Newcastle Light Rail,867
Jan-23,Child/Youth,Newcastle Light Rail,156
Jan-23,Child/Youth,Newcastle Light Rail,161
Jan-23,CTP,Newcastle Light Rail,974
Jan-23,Concession,Newcastle Light Rail,20
Jan-23,Adult,Newcastle Light Rail,641
Jan-23,Senior/Pensioner,Newcastle Light Rail,386
Jan-23,Employee,Newcastle Light Rail,14
Jan-23,Free Travel,Newcastle Light Rail,13
Jan-23,Sgl Trip LR Adult,Newcastle Light Rail,8
Jan-23,Adult,Newcastle Light Rail,866
Jan-23,CTP,Newcastle Light Rail,1092
Jan-23,Child/Youth,Newcastle Light Rail,278
Jan-23,Concession,Newcastle Light Rail,79
Jan-23,Senior/Pensioner,Newcastle Light Rail,720
Jan-23,Sgl Trip LR Child/Youth,Newcastle Light Rail,17
Jan-23,Sgl Trip LR Adult,Newcastle Light Rail,14
Jan-23,Free Travel,Newcastle Light Rail,6
Jan-23,Employee,Newcastle Light Rail,7
Jan-23,Sgl Trip LR Child/Youth,Newcastle Light Rail,14
Jan-23,Senior/Pensioner,Newcastle Light Rail,323
Jan-23,Concession,Newcastle Light Rail,45
Jan-23,Child/Youth,Newcastle Light Rail,105
Jan-23,CTP,Newcastle Light Rail,662
Jan-23,Adult,Newcastle Light Rail,533
Jan-23,Employee,Newcastle Light Rail,7
Jan-23,Free Travel,Newcastle Light Rail,17
Jan-23,Sgl Trip LR Adult,Newcastle Light Rail,5
Jan-23,Employee,Newcastle Light Rail,9
Jan-23,Adult,Newcastle Light Rail,785
Jan-23,CTP,Newcastle Light Rail,952
Jan-23,Free Travel,Newcastle Light Rail,4
Jan-23,Sgl Trip LR Adult,Newcastle Light Rail,6
Jan-23,Child/Youth,Newcastle Light Rail,298
Jan-23,Adult,Newcastle Light Rail,520
Jan-23,Concession,Newcastle Light Rail,49
Jan-23,CTP,Newcastle Light Rail,587
Jan-23,Senior/Pensioner,Newcastle Light Rail,687
Jan-23,Child/Youth,Newcastle Light Rail,114
Jan-23,Sgl Trip LR Child/Youth,Newcastle Light Rail,4
Jan-23,Concession,Newcastle Light Rail,38
Jan-23,Senior/Pensioner,Newcastle Light Rail,367
Jan-23,Sgl Trip LR Child/Youth,Newcastle Light Rail,9
Jan-23,Employee,Newcastle Light Rail,12
Jan-23,Free Travel,Newcastle Light Rail,9
Jan-23,Sgl Trip LR Adult,Newcastle Light Rail,7
Jan-23,Adult,Newcastle Light Rail,821
Jan-23,CTP,Newcastle Light Rail,972
Jan-23,Child/Youth,Newcastle Light Rail,221
Jan-23,Concession,Newcastle Light Rail,83
Jan-23,Senior/Pensioner,Newcastle Light Rail,711
Jan-23,Sgl Trip LR Child/Youth,Newcastle Light Rail,12
Jan-23,Sgl Trip LR Adult,Newcastle Light Rail,5
Jan-23,Free Travel,Newcastle Light Rail,6
Jan-23,Employee,Newcastle Light Rail,5
Jan-23,Sgl Trip LR Child/Youth,Newcastle Light Rail,3
Jan-23,Senior/Pensioner,Newcastle Light Rail,338
Jan-23,Concession,Newcastle Light Rail,21
Jan-23,Child/Youth,Newcastle Light Rail,88
Jan-23,CTP,Newcastle Light Rail,465
Jan-23,Adult,Newcastle Light Rail,365
Jan-23,Employee,Newcastle Light Rail,16
Jan-23,Free Travel,Newcastle Light Rail,2
Jan-23,Sgl Trip LR Adult,Newcastle Light Rail,15
Jan-23,Adult,Newcastle Light Rail,464
Jan-23,CTP,Newcastle Light Rail,705
Jan-23,Child/Youth,Newcastle Light Rail,130
Jan-23,Concession,Newcastle Light Rail,26
Jan-23,Senior/Pensioner,Newcastle Light Rail,394
Jan-23,Sgl Trip LR Child/Youth,Newcastle Light Rail,5
Jan-23,Employee,Newcastle Light Rail,15
Jan-23,Free Travel,Newcastle Light Rail,6
Jan-23,Sgl Trip LR Adult,Newcastle Light Rail,14
Jan-23,Adult,Newcastle Light Rail,824
Jan-23,CTP,Newcastle Light Rail,1227
Jan-23,Child/Youth,Newcastle Light Rail,257
Jan-23,Concession,Newcastle Light Rail,66
Jan-23,Senior/Pensioner,Newcastle Light Rail,862
Jan-23,Sgl Trip LR Child/Youth,Newcastle Light Rail,24
Jan-23,Employee,Newcastle Light Rail,13
Jan-23,Free Travel,Newcastle Light Rail,9
Jan-23,Sgl Trip LR Adult,Newcastle Light Rail,11
Jan-23,Adult,Newcastle Light Rail,881
Jan-23,Day Pass without SAF,Newcastle Light Rail,2
Jan-23,CTP,Newcastle Light Rail,988
Jan-23,Child/Youth,Newcastle Light Rail,251
Jan-23,Concession,Newcastle Light Rail,76
Jan-23,Senior/Pensioner,Newcastle Light Rail,828
Jan-23,Sgl Trip LR Child/Youth,Newcastle Light Rail,2
Jan-23,Employee,Newcastle Light Rail,9
Jan-23,Free Travel,Newcastle Light Rail,2
Jan-23,Sgl Trip LR Adult,Newcastle Light Rail,15
Jan-23,Adult,Newcastle Light Rail,489
Jan-23,CTP,Newcastle Light Rail,765
Jan-23,Child/Youth,Newcastle Light Rail,134
Jan-23,Concession,Newcastle Light Rail,28
Jan-23,Senior/Pensioner,Newcastle Light Rail,315
Jan-23,Sgl Trip LR Child/Youth,Newcastle Light Rail,6
Jan-23,Sgl Trip LR Adult,Newcastle Light Rail,9
Jan-23,Free Travel,Newcastle Light Rail,8
Jan-23,Employee,Newcastle Light Rail,4
Jan-23,Sgl Trip LR Child/Youth,Newcastle Light Rail,6
Jan-23,Senior/Pensioner,Newcastle Light Rail,381
Jan-23,Concession,Newcastle Light Rail,25
Jan-23,Child/Youth,Newcastle Light Rail,169
Jan-23,CTP,Newcastle Light Rail,586
Jan-23,Adult,Newcastle Light Rail,514
Jan-23,Employee,Newcastle Light Rail,18
Jan-23,Free Travel,Newcastle Light Rail,10
Jan-23,Sgl Trip LR Adult,Newcastle Light Rail,3
Jan-23,Adult,Newcastle Light Rail,805
Jan-23,Day Pass without SAF,Newcastle Light Rail,2
Jan-23,CTP,Newcastle Light Rail,809
Jan-23,Child/Youth,Newcastle Light Rail,246
Jan-23,Concession,Newcastle Light Rail,92
Jan-23,Senior/Pensioner,Newcastle Light Rail,660
Jan-23,Sgl Trip LR Child/Youth,Newcastle Light Rail,12
Jan-23,Sgl Trip LR Adult,Newcastle Light Rail,3
Jan-23,Free Travel,Newcastle Light Rail,11
Jan-23,Employee,Newcastle Light Rail,11
Jan-23,Senior/Pensioner,Newcastle Light Rail,606
Jan-23,School Student,Newcastle Light Rail,26
Jan-23,Concession,Newcastle Light Rail,84
Jan-23,Sgl Trip LR Adult,Newcastle Light Rail,4
Jan-23,Day Pass without SAF,Newcastle Light Rail,1
Jan-23,Child/Youth,Newcastle Light Rail,65
Jan-23,Free Travel,Newcastle Light Rail,8
Jan-23,Employee,Newcastle Light Rail,14
Jan-23,Sgl Trip LR Child/Youth,Newcastle Light Rail,8
Jan-23,CTP,Newcastle Light Rail,742
Jan-23,Senior/Pensioner,Newcastle Light Rail,504
Jan-23,Adult,Newcastle Light Rail,678
Jan-23,Concession,Newcastle Light Rail,50
Jan-23,Child/Youth,Newcastle Light Rail,119
Jan-23,CTP,Newcastle Light Rail,1009
Jan-23,Adult,Newcastle Light Rail,596
Feb-23,Employee,Newcastle Light Rail,20
Feb-23,Free Travel,Newcastle Light Rail,8
Feb-23,Sgl Trip LR Adult,Newcastle Light Rail,2
Feb-23,School Student,Newcastle Light Rail,50
Feb-23,Senior/Pensioner,Newcastle Light Rail,722
Feb-23,Employee,Newcastle Light Rail,16
Feb-23,Sgl Trip LR Child/Youth,Newcastle Light Rail,1
Feb-23,Adult,Newcastle Light Rail,941
Feb-23,Free Travel,Newcastle Light Rail,4
Feb-23,CTP,Newcastle Light Rail,1212
Feb-23,Sgl Trip LR Adult,Newcastle Light Rail,2
Feb-23,Child/Youth,Newcastle Light Rail,38
Feb-23,Concession,Newcastle Light Rail,218
Feb-23,Senior/Pensioner,Newcastle Light Rail,709
Feb-23,School Student,Newcastle Light Rail,58
Feb-23,Adult,Newcastle Light Rail,902
Feb-23,CTP,Newcastle Light Rail,1098
Feb-23,Child/Youth,Newcastle Light Rail,56
Feb-23,Concession,Newcastle Light Rail,98
Feb-23,Employee,Newcastle Light Rail,22
Feb-23,Free Travel,Newcastle Light Rail,9
Feb-23,Sgl Trip LR Adult,Newcastle Light Rail,3
Feb-23,Senior/Pensioner,Newcastle Light Rail,603
Feb-23,School Student,Newcastle Light Rail,31
Feb-23,Sgl Trip LR Child/Youth,Newcastle Light Rail,1
Feb-23,Adult,Newcastle Light Rail,819
Feb-23,CTP,Newcastle Light Rail,933
Feb-23,Child/Youth,Newcastle Light Rail,35
